upc,title,authors,categories,tags,series,language,releaseDate,pages,description,publisher,imageURL,thumbnailURL
759606086291001911,Star Wars: Doctor Aphra (2016) #19,"Vc Joe Caramagna, Emilio Laiso, Mark Paniccia, Rachelle Rosenberg, Si Spurrier, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-04-25T00:00:00-0400,32,"“REMASTERED” CONTINUES! Evil droid mastermind Triple-Zero has been blackmailing Doctor Aphra into stealing his old memories…which also has included sneaking onto Rebel training grounds run by General Hera Syndulla. Now hunted by both Hera of the Rebellion and Tolvan of the Empire, Aphra’s got a lot on her mind…But if there’s anything to know about the Doctor, it’s that she’s always got tricks up her electro-sleeve!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/5ad7af9b1e8e6.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/d0/5ad7af9b1e8e6.jpg
759606086291002011,Star Wars: Doctor Aphra (2016) #20,"Vc Joe Caramagna, Marc Deering, Mark Paniccia, Si Spurrier, Javier Tartaglia, Kev Walker, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-05-23T00:00:00-0400,32,"BROKEN, INSIDE BEGINS NOW! Aphra is behind bars. Again. But this time, she finds herself in Imperial custody, strapped to an explosive transmitter synced to a single hub-droid. Take one step too far? KABLOOEY! Normally, this wouldn’t be an issue to sit still for Aphra – but what happens when her Imperial captors send her hub-droid to the middle of a war zone? And, uh, what’s this rumor about the prison being haunted?",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/20/5afc80a5dc940.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/20/5afc80a5dc940.jpg
759606086291002111,Star Wars: Doctor Aphra (2016) #21,"Vc Joe Caramagna, Marc Deering, Mark Paniccia, Si Spurrier, Javier Tartaglia, Kev Walker, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-06-27T00:00:00-0400,32,"“BROKEN INSIDE” CONTINUES! Doctor Aphra may be in Imperial prison, but she’s certainly not alone. Rumors have it that these bars are haunted, but this rogue archaeologist knows there’s something much more valuable going on. Meanwhile, Aphra’s got information - information that the Rebellion wants. But how far are they willing to go--and who are they willing to recruit – in order to get it?",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/e0/5b2c15bed605e.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/e0/5b2c15bed605e.jpg
759606086291002211,Star Wars: Doctor Aphra (2016) #22,"Vc Joe Caramagna, Marc Deering, Mark Paniccia, Si Spurrier, Javier Tartaglia, Kev Walker, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-07-25T00:00:00-0400,32,"STUCK IN A JUNKYARD JAIL AT WAR. IT CAN’T GET WORSE – RIGHT? I mean, unless you add a vengeful FORCE GHOST. And insane MURDERDROIDS. And a BOR BRAIN-LEECH. And a SENTIENT BIOHAZARD...Surely even rogue archaeologist DOCTOR APHRA can’t find a way to make things even worse. Wrong. Because her current beau and her ex are just about to meet...",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/10/5b50b96f58eb9.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/10/5b50b96f58eb9.jpg
759606086291002311,Star Wars: Doctor Aphra (2016) #23,"Vc Joe Caramagna, Marc Deering, Mark Paniccia, Si Spurrier, Javier Tartaglia, Kev Walker, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-08-22T00:00:00-0400,32,"GOOD NEWS: THE IMPERIALS HAVE ABANDONED ACCRESKER JAIL. BAD NEWS: FIRST THEY SHOT IT AT A REBEL PLANET. For unscrupulous inmate DOCTOR APHRA, accompanied by former flame SANA STARROS and current flame INSPECTOR TOLVAN…(NB: Awkward.)…chances to escape are dwindling fast. Good thing Aphra’s not distracted by an expensive relic, right? Oh, dear.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/10/5b748db6ab520.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/10/5b748db6ab520.jpg
759606086291002411,Star Wars: Doctor Aphra (2016) #24,"Vc Joe Caramagna, Marc Deering, Mark Paniccia, Si Spurrier, Javier Tartaglia, Kev Walker, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-09-26T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/03/5ba0048828686.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/03/5ba0048828686.jpg
759606086291002511,Star Wars: Doctor Aphra (2016) #25,"Vc Joe Caramagna, Marc Deering, Mark Paniccia, Si Spurrier, Javier Tartaglia, Kev Walker, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-10-24T00:00:00-0400,40," CUE THE IMPERIAL MARCH! After a lifetime of betrayals, all DOCTOR APHRA’s mynocks are finally coming home to roost. Murder-droids, Force-active spores, heartbroken lovers and vengeful lawmen — but they’re all eclipsed by the tall, dark shadow that now falls across her. HE IS HERE. ",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/5bc8fefcb5b84.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/5bc8fefcb5b84.jpg
75960608703700211,Star Wars: Doctor Aphra Annual (2017) #2,"Vc Joe Caramagna, Mark Paniccia, Si Spurrier, Caspar Wijngaard, ",Comic Books,Star Wars,Star Wars: Doctor Aphra Annual (2017 - 2018),English,2018-09-05T00:00:00-0400,40,"One’s a cyborg with a bad attitude, the other’s a cold-blooded reptile. They’re happily married. They’ve been hired by a mysterious contact to bag an ultra-deadly monster from the heart of an ancient temple. N.B.: For “mysterious contact” read DOCTOR APHRA, who — and this will shock you — is definitely up to something. N.B.: For “happily married” read THIS IS GOING TO GET MESSY.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/b0/5b882cc8cc80e.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/b0/5b882cc8cc80e.jpg
759606086291002611,Star Wars: Doctor Aphra (2016) #26,"Vc Joe Caramagna, Emilio Laiso, Mark Paniccia, Rachelle Rosenberg, Si Spurrier, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-11-14T00:00:00-0500,32," DOCTOR APHRA — WORST AMONG EQUALS! On the run from the law in an alien city, DOCTOR APHRA can’t stray more than a few paces from her companion without both of them blowing up. Time to cooperate, right? Except, unfortunately, her companion is Triple-Zero, a sadistic murderdroid who’s more interested in her death than playing nice. A brand-new misadventure for the galaxy’s foremost amoral archaeologist starts here! ",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/5be3703260354.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/5be3703260354.jpg
759606086291002711,Star Wars: Doctor Aphra (2016) #27,"Vc Joe Caramagna, Emilio Laiso, Mark Paniccia, Rachelle Rosenberg, Si Spurrier, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2018-12-12T00:00:00-0500,32,"WORST AMONG EQUALS: PART TWO! Rogue archaeologist DOCTOR APHRA has ten hours to cross a hostile megacity before the bomb implanted in her throat blows up. No big deal, right? And even if there ARE, say, insane cops and bounty hunters on her tail—she’s got a partner to help her! (Unfortunately that would be TRIPLE ZERO: the astonishingly unpleasant murder droid who yearns to see her dead)",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/e/d0/5c083af5aadc4.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/d0/5c083af5aadc4.jpg
759606086291002811,Star Wars: Doctor Aphra (2016) #28,"Vc Joe Caramagna, Emilio Laiso, Mark Paniccia, Rachelle Rosenberg, Si Spurrier, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-01-30T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/60/5c48f6b1094b3.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/60/5c48f6b1094b3.jpg
759606086291002911,Star Wars: Doctor Aphra (2016) #29,"Vc Joe Caramagna, Emilio Laiso, Mark Paniccia, Rachelle Rosenberg, Si Spurrier, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-02-27T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/40/5c6dd91788d08.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/40/5c6dd91788d08.jpg
759606086291003011,Star Wars: Doctor Aphra (2016) #30,"Vc Joe Caramagna, Emilio Laiso, Mark Paniccia, Rachelle Rosenberg, Si Spurrier, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-03-27T00:00:00-0400,32,"“WORST AMONG EQUALS” PART 5: PUBLIC RELATIONS DISASTER! DOCTOR APHRA’s race across an alien city continues, pursued by innumerable enemies – not least the EMPIRE’S villainous propaganda division. But with the timer ticking down on the bomb in her throat, the truest horror might come from some unscheduled soul-searching. Could it be that her psychotic droid companion TRIPLE-ZERO is the closest thing she has (or deserves) to a true soulmate?
",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/10/5c93f4c2ab14e.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/10/5c93f4c2ab14e.jpg
759606086291003111,Star Wars: Doctor Aphra (2016) #31,"Andrea Broccardo, Emilio Laiso, Vc Joe Caramagna, Mark Paniccia, Rachelle Rosenberg, Si Spurrier, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-04-24T00:00:00-0400,32,"WORST AMONG EQUALS, PART 6 “WHEREIN: VERY KABOOM” Time’s up. DOCTOR APHRA and TRIPLE-ZERO have mere seconds to remove their bomb implants before it’s explodo o’clock. With undead bounty hunters, monster trappers and the foulest divisions of the IMPERIAL war machine between her and salvation, is this the end for the amoral archaeologist? One thing’s for sure: it’ll come down to who trusts who...and who gets what they deserve...
",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/70/5cb89da413d73.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/70/5cb89da413d73.jpg
759606086291003211,Star Wars: Doctor Aphra (2016) #32,"Vc Joe Caramagna, Marc Deering, Don Ho, Chris O'halloran, Stephane Paitreau, Mark Paniccia, Wilton Santos, Caspar Wijngaard, Si Spurrier, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-05-08T00:00:00-0400,32,"UNSPEAKABLE REBEL SUPERWEAPON: Part 1.A NEW ADVENTURE STARTS HERE! After a year of close shaves, Doctor CHELLI APHRA is taking it easy and lying low. Probably herding banthas or something. She’s smart like that, right? NAH, not really. The galaxy’s shadiest archaeologist is back doing what she does best: busting into alien temples to steal horrifying weapons for huge profit. She just can’t stop herself. But plenty of other people could. Powerful factions are watching closely: Rebel and Empire, familiar and strange – all calculating whether Aphra’s more useful alive... or dead.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/d/10/5ccb5be59f496.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/10/5ccb5be59f496.jpg
759606086291003311,Star Wars: Doctor Aphra (2016) #33,"Andrea Broccardo, Wilton Santos, Vc Joe Caramagna, Marc Deering, Caspar Wijngaard, Walden Wong, Chris O'halloran, Stephane Paitreau, Mark Paniccia, Si Spurrier, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-06-19T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/00/5d0130d0c0e42.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/00/5d0130d0c0e42.jpg
759606086291003411,Star Wars: Doctor Aphra (2016) #34,"Cris Loureiro Bolson, Wilton Santos, Andrea Broccardo, Marc Deering, Walden Wong, Vc Joe Caramagna, Chris O'halloran, Stephane Paitreau, Mark Paniccia, Si Spurrier, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-07-17T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/f/10/5d25eeea8fb00.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/10/5d25eeea8fb00.jpg
759606086291003511,Star Wars: Doctor Aphra (2016) #35,"Andrea Broccardo, Vc Joe Caramagna, Marc Deering, Scott Hanna, Chris O'halloran, Mark Paniccia, Si Spurrier, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-08-21T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/5d5422b74ac2b.jpg,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/5d5422b74ac2b.jpg
759606086291003611,Star Wars: Doctor Aphra (2016) #36,"Cris Loureiro Bolson, Wilton Santos, Vc Joe Caramagna, Chris O'halloran, Mark Paniccia, Si Spurrier, Ashley Witter, Walden Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-09-18T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/20/5d7671d94f0f6.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/20/5d7671d94f0f6.jpg
75960608703700311,Star Wars: Doctor Aphra Annual (2019) #3,"Elsa Charretier, Matt Hollingsworth, Mark Paniccia, Si Spurrier, ",Comic Books,Star Wars,Star Wars: Doctor Aphra Annual (2019),English,2019-10-30T00:00:00-0400,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/70/5daf6a006c0c3.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/70/5daf6a006c0c3.jpg
759606086291003711,Star Wars: Doctor Aphra (2016) #37,"Vc Joe Caramagna, Mike Deodato Jr., Ashley Witter, Lee Loughridge, Mark Paniccia, Si Spurrier, Caspar Wijngaard, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-10-02T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/d/00/5d8bd94a95dd4.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/00/5d8bd94a95dd4.jpg
759606086291003811,Star Wars: Doctor Aphra (2016) #38,"Vc Joe Caramagna, Lee Loughridge, Mark Paniccia, Si Spurrier, Caspar Wijngaard, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-11-06T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/30/5db841bf144cf.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/30/5db841bf144cf.jpg
759606086291003911,Star Wars: Doctor Aphra (2016) #39,"Vc Joe Caramagna, Lee Loughridge, Mark Paniccia, Si Spurrier, Caspar Wijngaard, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-11-27T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/f/70/5dc9db8d2f1a5.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/70/5dc9db8d2f1a5.jpg
759606086291004011,Star Wars: Doctor Aphra (2016) #40,"Vc Joe Caramagna, Lee Loughridge, Mark Paniccia, Si Spurrier, Caspar Wijngaard, Ashley Witter, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2016 - 2019),English,2019-12-11T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/5de54a4824d78.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/5de54a4824d78.jpg
75960608458600111,Poe Dameron (2016) #1,"Philip J. Noto, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Poe Dameron (2016 - 2018),English,2016-04-06T00:00:00-0400,40,"AN ALL-NEW ONGOING SERIES SPINNING OUT OF STAR WARS: THE FORCE AWAKENS! Poe Dameron, former Republic flyer turned Resistance fighter, is the best pilot in the galaxy. Hand-picked for the resistance by General Leia Organa to lead a squadron on a top secret and vital mission...Poe sets off investigating sites of historical importance to the Force. Revealing backstory leading directly into the holidays’ greatest adventure, follow Poe and his X-Wing squadron on covert missions against the First Order brought to you by writer Charles Soule (Star Wars: Lando, Daredevil) and artist Phil Noto (Star Wars: Chewbacca, Black Widow)!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/40/56fae363b70cd.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/40/56fae363b70cd.jpg
75960608458600211,Poe Dameron (2016) #2,"Philip J. Noto, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Poe Dameron (2016 - 2018),English,2016-05-04T00:00:00-0400,32,The first FORCE AWAKENS era comic series continues! Who is Captain Terrex of the First Order...and how did he find Poe's squadron? Can Poe and company beat Terrex to their prize?,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/50/571f9bf83c738.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/50/571f9bf83c738.jpg
75960608458600311,Poe Dameron (2016) #3,"Philip J. Noto, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Poe Dameron (2016 - 2018),English,2016-06-08T00:00:00-0400,32,The First Order has caught up with Poe’s X-wing squadron! Agent Terrex has them boxed into a corner! Then...the egg starts to hatch.,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/03/5750652a908e1.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/03/5750652a908e1.jpg
75960608458600411,Poe Dameron (2016) #4,"Philip J. Noto, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Poe Dameron (2016 - 2018),English,2016-07-06T00:00:00-0400,32,The next stop on Poe’s mission is Grakkus the Hutt…But Grakkus has been in Republic Prison for years. You know what that means—POE DIRECTLY TO JAIL!,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/30/57754f58adae8.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/30/57754f58adae8.jpg
75960608458600511,Poe Dameron (2016) #5,"Philip J. Noto, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Poe Dameron (2016 - 2018),English,2016-08-17T00:00:00-0400,32,"Black Squadron’s been locked away in a Republic prison! But they’re not locked in there with us, they’re locked in with…Terrex?! Can Poe and co. get the info they need and get free?
Star Wars © Lucasfilm Ltd. & TM. All rights reserved. Used under authorization. Text and illustrations for Star Wars are © 2016 Lucasfilm Ltd.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/00/57a8cf594156c.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/00/57a8cf594156c.jpg
75960608458600611,Poe Dameron (2016) #6,"Philip J. Noto, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Poe Dameron (2016 - 2018),English,2016-09-07T00:00:00-0400,32,Poe and Agent Terex are in a race…to break out of jail! But with Black Squadron surrounded by deadly inmates…Their only hope is BB-8?!?,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/10/57c84f7019ddf.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/10/57c84f7019ddf.jpg
75960608458600711,Poe Dameron (2016) #7,"Vc Joe Caramagna, Frank D'ARMATA, Angel Unzueta Galarza, Phil Noto, Charles Soule, Jordan D. White, ",Comic Books,Star Wars,Poe Dameron (2016 - 2018),English,2016-10-26T00:00:00-0400,40,Agent Terex has sworn vengeance against Poe Dameron! But how does he always seem to know what Black Squadron is doing? Could there truly be a traitor in their midst?,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/20/5817898cd5c40.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/20/5817898cd5c40.jpg
